Age,Gender,Civil Status,Religion,Educational Attainment,Barangay,Type of Current Offense,Prior Convictions,Juvenile Records,History of Incarceration,Length of Current Sentence (yrs),Time Served (yrs),Reoffense Nature,Time to Reoffend (mos),Infractions Count,Infractions Type,Jail Behavior Rating,Solitary Time (days),Jail Duties,Rehab Programs,Religious Activities,Group Recreation,Psych Assessment Result,Personality Disorders,Conflict in Jail,Impulsivity,Manipulativeness,Aggression,Remorse,Law Belief,Rehab Attitude,Gang Affiliation,Peer Influence,Friends w/ Record,Peer Type,Living Before Arrest,Education in Jail,Vocational Training,Therapy Attendance,Substance Abuse,Drug Rehab,Family Support,Family Relationship,Domestic Trauma,Marital Quality,Dependents,Family Reunification Intent,Pre-Jail Education,Job History,Income Level,Homelessness,Access to Needs,Juvenile Street Living,Release Date,Parole Status,Job After Release,NGO Support,Post-Release Housing,Post-Release Programs,Reoffend Time (mos),Reoffense Type
59,Female,Married,Muslim,High School,Alipit,Illegal Drugs,3 - Assault,No,No,1,0.7,Same,1,2,None,Poor,27,No,No,No,Sports,Very High,Narcissistic,No,Low,Moderate,Moderate,Some,Moderate,Cooperative,Yes,Yes,3,Prosocial,With Family,No,No,No,Both,Yes,None,Absent,Yes,Poor,4,No,High School,Factory,None,Yes,Regular,No,2/5/2021,None,Employed,No,Homeless,Yes,1,Illegal Drugs
43,Male,Widowed,Iglesia,None,Jasaan,Assault,2 - Homicide,Yes,Yes,2,0.6,None,,0,Verbal Threats,Fair,1,No,No,No,None,Low,Antisocial,Yes,High,High,Low,Yes,Moderate,Cooperative,Yes,Yes,5,Antisocial,Homeless,Yes,Yes,Yes,Alcohol,No,Frequent,Absent,No,,5,Yes,None,Retail,Low,Yes,Irregular,Yes,11/13/2024,Parole,Unemployed,No,Renting,No,,
32,Female,Widowed,Christian,Graduate,Aplaya,Homicide,2 - Illegal Drugs,Yes,No,5,3.8,Same,22,2,Contraband,Fair,9,Yes,No,Yes,None,Moderate,Antisocial,Yes,Moderate,Moderate,Low,Yes,High,Cooperative,No,Yes,2,Antisocial,With Family,No,Yes,No,Alcohol,No,Occasional,Strained,Yes,Poor,4,Yes,Graduate,Clerk,Medium,No,Regular,No,6/14/2023,Parole,Employed,Yes,With Family,Yes,22,Homicide
45,Male,Married,Christian,Graduate,Alipit,Fraud,2 - Theft,No,Yes,6,1,None,,5,None,Poor,6,No,No,No,None,Moderate,None,No,Low,Moderate,Low,Some,Moderate,Willing,No,No,4,Antisocial,With Peers,No,Yes,Yes,Alcohol,Yes,Occasional,Strained,No,,0,No,Graduate,Unemployed,Low,Yes,Irregular,Yes,4/10/2020,Completed,Employed,No,Homeless,Yes,,
36,Female,Widowed,Iglesia,Graduate,Santo Angel,Theft,0 - Theft,Yes,Yes,6,2.5,Escalation,18,5,Verbal Threats,Fair,26,No,Yes,Yes,Art Therapy,Very High,Narcissistic,No,Moderate,High,Moderate,Some,High,Cooperative,Yes,Yes,5,Antisocial,Alone,Yes,No,No,Both,Yes,None,Strained,No,,0,Yes,Graduate,Retail,High,Yes,Irregular,No,2/9/2020,None,Unemployed,Yes,Renting,No,18,Theft
24,Female,Separated,Catholic,None,Taytay,Homicide,1 - Assault,No,No,8,6.4,None,,3,Contraband,Fair,3,No,No,No,Sports,High,None,Yes,Low,Moderate,High,Yes,High,Cooperative,Yes,Yes,4,Antisocial,With Peers,No,No,Yes,Both,Yes,Frequent,Absent,No,Poor,0,Yes,None,Retail,High,No,Regular,Yes,5/25/2021,None,Employed,Yes,Renting,No,,
30,Female,Widowed,None,Graduate,Pagsawitan,Fraud,2 - Illegal Drugs,No,No,10,1.9,Same,15,1,Contraband,Good,24,Yes,Yes,Yes,Sports,Moderate,Antisocial,Yes,Moderate,High,Low,Some,Moderate,Willing,Yes,No,1,Antisocial,Alone,No,No,Yes,None,No,None,Absent,Yes,Poor,1,Yes,Graduate,Construction,Low,No,Regular,No,2/13/2020,None,Unemployed,No,With Family,Yes,15,Fraud
25,Male,Single,Muslim,Vocational,Pagsawitan,Theft,1 - Illegal Drugs,No,Yes,1,0.9,Escalation,11,1,None,Good,21,Yes,Yes,No,None,High,BPD,No,Moderate,Low,Low,Yes,Moderate,Cooperative,No,Yes,4,Antisocial,Alone,Yes,Yes,Yes,Both,Yes,None,Strained,Yes,,4,No,Vocational,Construction,High,No,Regular,No,10/22/2020,None,Unemployed,Yes,With Family,Yes,11,Theft
45,Male,Separated,None,College,Aplaya,Robbery,1 - Assault,Yes,No,4,2.5,None,,3,Verbal Threats,Fair,11,Yes,Yes,Yes,Art Therapy,Low,Narcissistic,Yes,Moderate,High,Moderate,Yes,High,Resistant,No,Yes,0,Antisocial,Homeless,No,No,Yes,Alcohol,Yes,Occasional,Strong,No,Good,4,No,College,Retail,Low,Yes,Irregular,No,9/3/2021,Parole,Unemployed,No,Homeless,No,,
33,Male,Single,Muslim,High School,Malinao,Theft,0 - Homicide,Yes,Yes,15,5.4,Escalation,4,3,None,Poor,5,No,Yes,No,None,High,Antisocial,No,Low,Moderate,Low,No,Moderate,Resistant,No,Yes,0,Antisocial,With Peers,No,No,Yes,Both,No,None,Absent,No,Poor,3,No,High School,Factory,Low,Yes,Regular,No,10/21/2020,None,Unemployed,No,Homeless,No,4,Theft
21,Male,Widowed,None,College,San Juan,Theft,3 - Illegal Drugs,No,No,5,4.4,Same,15,5,Fighting,Good,27,Yes,Yes,Yes,None,Low,BPD,No,High,Moderate,Low,No,High,Cooperative,Yes,No,2,Antisocial,With Peers,Yes,Yes,No,None,Yes,None,Strained,Yes,,0,Yes,College,Odd Jobs,Medium,No,None,No,11/14/2020,Completed,Employed,Yes,Halfway House,No,15,Theft
61,Female,Married,Christian,High School,Patimbao,Homicide,1 - Fraud,Yes,No,2,1.3,Same,7,5,Fighting,Good,25,No,Yes,No,None,Moderate,Schizoid,Yes,Low,Low,High,Some,Moderate,Resistant,Yes,Yes,5,Antisocial,With Family,Yes,Yes,Yes,Both,No,Frequent,Absent,Yes,,2,No,High School,Factory,Medium,Yes,Irregular,No,5/22/2022,Parole,Employed,Yes,Halfway House,No,7,Homicide
36,Female,Separated,Muslim,None,Palasan,Assault,2 - Assault,No,Yes,1,1,None,,3,Fighting,Poor,18,Yes,No,No,None,High,BPD,No,High,High,High,No,Moderate,Cooperative,Yes,No,1,Prosocial,With Peers,Yes,Yes,Yes,Both,Yes,Occasional,Absent,No,Poor,4,No,None,Clerk,None,No,None,Yes,1/6/2022,Completed,Unemployed,No,Halfway House,Yes,,
23,Male,Widowed,None,Elementary,Jasaan,Fraud,1 - Theft,No,No,15,3.4,Escalation,33,2,Fighting,Good,17,Yes,No,Yes,None,Very High,Schizoid,Yes,Moderate,Moderate,High,Some,High,Cooperative,Yes,No,3,Prosocial,Homeless,Yes,No,No,Both,Yes,None,Absent,Yes,Poor,1,No,Elementary,Factory,Medium,Yes,Regular,No,8/13/2021,Parole,Employed,Yes,Homeless,No,33,Fraud
43,Female,Separated,None,College,Alipit,Fraud,2 - Estafa,Yes,No,9,4.1,Escalation,18,4,None,Good,28,Yes,Yes,No,Sports,Moderate,Narcissistic,Yes,Low,High,Low,No,Low,Willing,Yes,No,3,Antisocial,With Family,Yes,No,No,Drugs,No,None,Strained,No,Poor,2,No,College,Clerk,High,No,Irregular,No,6/4/2023,Parole,Unemployed,No,Homeless,No,18,Fraud
32,Male,Single,Muslim,Graduate,San Juan,Estafa,2 - Fraud,No,No,14,8.1,Same,6,1,None,Fair,5,No,Yes,Yes,Sports,Very High,BPD,Yes,High,Low,Moderate,Some,Moderate,Resistant,Yes,Yes,2,Prosocial,Homeless,Yes,Yes,Yes,Both,Yes,Frequent,Strained,Yes,Good,5,Yes,Graduate,Odd Jobs,Low,No,None,Yes,11/26/2020,None,Employed,Yes,Halfway House,Yes,6,Estafa
28,Female,Widowed,Muslim,None,Jasaan,Homicide,0 - Theft,No,Yes,1,0.8,None,,2,Contraband,Poor,4,Yes,No,Yes,Sports,Low,None,Yes,Moderate,Low,Moderate,Yes,Low,Cooperative,No,Yes,1,Antisocial,With Family,Yes,No,Yes,Drugs,Yes,Occasional,Strained,Yes,,0,No,None,Factory,Low,Yes,None,Yes,12/13/2023,Parole,Employed,No,Homeless,No,,
64,Female,Single,Christian,College,Santo Angel,Illegal Drugs,1 - Estafa,No,No,6,3.8,None,,4,Contraband,Poor,3,Yes,Yes,No,Art Therapy,Very High,None,No,High,High,Low,Some,High,Cooperative,Yes,No,5,Prosocial,With Family,Yes,No,No,None,No,Frequent,Strained,Yes,,5,No,College,Retail,Medium,Yes,Regular,Yes,9/27/2022,Completed,Unemployed,Yes,Homeless,No,,
32,Female,Single,Christian,Vocational,Calios,Robbery,0 - Theft,No,Yes,4,3.1,Same,24,0,Verbal Threats,Fair,0,No,Yes,No,None,Very High,BPD,Yes,Moderate,Low,High,Yes,Low,Willing,Yes,Yes,3,Prosocial,Alone,Yes,No,Yes,Both,No,Frequent,Strong,Yes,,2,Yes,Vocational,Retail,Medium,No,Irregular,Yes,12/4/2020,None,Employed,No,Renting,Yes,24,Robbery
19,Male,Single,Christian,None,Gatmaitan,Assault,0 - Illegal Drugs,Yes,Yes,14,1.5,None,,0,Contraband,Poor,2,Yes,No,No,None,Low,Schizoid,Yes,Low,High,Low,Yes,High,Cooperative,Yes,Yes,5,Antisocial,With Family,No,Yes,Yes,None,Yes,Occasional,Strained,Yes,Poor,1,No,None,Factory,Low,No,Irregular,Yes,3/17/2023,Parole,Employed,Yes,Renting,No,,
44,Female,Single,None,College,Aplaya,Homicide,2 - Robbery,Yes,Yes,8,6.1,Escalation,15,3,None,Fair,6,No,No,No,Art Therapy,High,Antisocial,No,Low,Low,Low,No,High,Resistant,No,No,2,Prosocial,With Family,No,Yes,No,Alcohol,No,Occasional,Strained,No,Poor,3,No,College,Odd Jobs,High,Yes,Regular,Yes,9/9/2021,None,Unemployed,No,Halfway House,No,15,Homicide
27,Male,Single,Catholic,Elementary,Malinao,Homicide,2 - Theft,Yes,Yes,4,3.1,Escalation,22,3,Contraband,Poor,22,No,Yes,No,None,High,Narcissistic,Yes,High,Moderate,Low,No,High,Cooperative,Yes,No,5,Prosocial,With Peers,Yes,No,No,Both,No,Frequent,Strong,Yes,Good,4,No,Elementary,Unemployed,Low,No,Regular,Yes,3/22/2023,None,Employed,Yes,Renting,Yes,22,Homicide
19,Male,Widowed,Muslim,High School,San Juan,Theft,1 - Fraud,Yes,No,2,0.7,None,,0,Verbal Threats,Poor,16,Yes,No,No,Art Therapy,High,BPD,No,Moderate,High,Moderate,No,High,Cooperative,Yes,Yes,1,Antisocial,With Family,No,No,No,Both,No,Occasional,Strained,Yes,,0,No,High School,Retail,None,No,None,No,11/10/2024,Parole,Employed,No,With Family,Yes,,
62,Female,Married,Muslim,Vocational,Alipit,Assault,3 - Illegal Drugs,Yes,No,15,11.9,Escalation,4,3,Contraband,Good,18,Yes,No,Yes,Art Therapy,Very High,Schizoid,Yes,Low,Low,Moderate,Yes,High,Resistant,Yes,No,3,Antisocial,Alone,No,No,Yes,None,No,None,Absent,No,Poor,2,No,Vocational,Construction,High,Yes,None,No,5/6/2022,Parole,Unemployed,No,With Family,No,4,Assault
40,Female,Single,Muslim,High School,Gatmaitan,Estafa,0 - Estafa,No,No,13,6.5,Same,7,0,Verbal Threats,Fair,30,No,No,No,Art Therapy,High,Antisocial,No,Moderate,Moderate,Moderate,Yes,High,Resistant,No,Yes,1,Prosocial,Alone,No,No,No,None,Yes,None,Strong,No,,3,No,High School,Clerk,High,Yes,Irregular,No,12/20/2024,Parole,Unemployed,Yes,Renting,Yes,7,Estafa
60,Female,Married,Muslim,Elementary,Taytay,Homicide,0 - Fraud,No,No,12,10.3,None,,4,None,Fair,19,Yes,No,No,None,Moderate,Narcissistic,Yes,Moderate,High,Moderate,Some,Low,Cooperative,Yes,No,5,Antisocial,Alone,Yes,Yes,Yes,Drugs,Yes,Frequent,Absent,Yes,Good,5,Yes,Elementary,Unemployed,None,Yes,Irregular,No,6/25/2021,None,Employed,Yes,Halfway House,No,,
18,Male,Single,Iglesia,None,Jasaan,Fraud,1 - Illegal Drugs,Yes,No,3,3,Same,4,3,Contraband,Good,25,No,No,No,Sports,Low,Schizoid,No,Low,Moderate,Low,No,High,Cooperative,Yes,No,3,Antisocial,Alone,Yes,No,No,Drugs,No,Occasional,Strong,Yes,Poor,0,No,None,Unemployed,High,No,None,Yes,8/17/2023,None,Employed,Yes,Halfway House,Yes,4,Fraud
64,Female,Separated,None,High School,Bagumbayan,Robbery,2 - Illegal Drugs,No,No,8,6.6,None,,1,Contraband,Good,0,Yes,Yes,No,None,Low,BPD,No,Moderate,Low,Moderate,Some,High,Resistant,Yes,Yes,5,Antisocial,With Peers,No,Yes,No,Drugs,No,Frequent,Strong,No,Poor,3,Yes,High School,Odd Jobs,Low,No,Irregular,No,1/21/2023,Parole,Unemployed,Yes,Homeless,No,,
35,Male,Widowed,None,Graduate,Palasan,Estafa,2 - Homicide,No,Yes,5,5,Same,15,0,Fighting,Good,11,Yes,No,Yes,Art Therapy,High,Schizoid,No,Low,Low,High,Some,High,Willing,No,No,2,Antisocial,With Peers,No,Yes,Yes,Drugs,Yes,None,Absent,Yes,Good,0,Yes,Graduate,Retail,Low,Yes,Irregular,Yes,8/25/2021,Completed,Unemployed,Yes,Halfway House,No,15,Estafa
65,Male,Married,Catholic,College,Aplaya,Estafa,3 - Robbery,Yes,No,3,0.9,Escalation,6,5,Verbal Threats,Poor,7,Yes,Yes,Yes,None,High,Narcissistic,Yes,Moderate,Moderate,Moderate,No,Moderate,Cooperative,No,Yes,1,Antisocial,Alone,No,Yes,Yes,Alcohol,No,None,Strong,No,Good,3,No,College,Odd Jobs,Medium,Yes,Regular,No,6/12/2024,Parole,Employed,Yes,Homeless,No,6,Estafa
41,Male,Married,None,Graduate,Jasaan,Fraud,0 - Estafa,Yes,No,15,9.7,Escalation,28,3,Verbal Threats,Good,30,No,Yes,No,Sports,Moderate,Schizoid,No,Moderate,High,High,No,Low,Resistant,Yes,No,4,Prosocial,Alone,No,No,Yes,Drugs,Yes,None,Strained,Yes,,2,No,Graduate,Unemployed,High,Yes,Regular,No,5/9/2021,Completed,Unemployed,Yes,Renting,Yes,28,Fraud
41,Female,Married,Catholic,High School,San Juan,Illegal Drugs,3 - Assault,Yes,Yes,4,3.7,Escalation,8,1,None,Fair,22,No,No,Yes,Art Therapy,Low,Narcissistic,Yes,Moderate,Moderate,Low,Yes,Moderate,Resistant,Yes,No,5,Antisocial,Homeless,No,Yes,Yes,Both,No,Occasional,Strong,No,,2,Yes,High School,Unemployed,Low,Yes,Irregular,No,11/22/2020,Completed,Unemployed,Yes,Homeless,No,8,Illegal Drugs
62,Female,Married,Muslim,Vocational,Alipit,Assault,3 - Illegal Drugs,Yes,No,15,11.9,Escalation,4,3,Contraband,Good,18,Yes,No,Yes,Art Therapy,Very High,Schizoid,Yes,Low,Low,Moderate,Yes,High,Resistant,Yes,No,3,Antisocial,Alone,No,No,Yes,None,No,None,Absent,No,Poor,2,No,Vocational,Construction,High,Yes,None,No,5/6/2022,Parole,Unemployed,No,With Family,No,4,Assault
64,Female,Married,Iglesia,Elementary,Patimbao,Assault,1 - Theft,Yes,Yes,4,3,None,,4,Fighting,Good,10,Yes,Yes,No,None,Low,BPD,Yes,High,High,Low,Some,High,Willing,No,No,3,Prosocial,Homeless,Yes,No,No,None,No,None,Absent,No,Poor,0,No,Elementary,Construction,High,Yes,None,Yes,7/22/2020,None,Unemployed,No,Homeless,No,,
63,Male,Single,None,Elementary,Calios,Estafa,3 - Estafa,Yes,No,7,3.2,Same,1,1,Contraband,Poor,12,Yes,No,Yes,Sports,Moderate,BPD,Yes,High,High,Low,Some,High,Resistant,Yes,Yes,1,Prosocial,Homeless,Yes,No,No,Drugs,Yes,Frequent,Strained,No,,0,No,Elementary,Odd Jobs,Medium,No,Irregular,Yes,5/1/2022,None,Employed,Yes,Renting,No,1,Estafa
61,Female,Married,Christian,Vocational,Palasan,Theft,0 - Theft,No,No,11,7,Escalation,32,1,Fighting,Poor,26,No,Yes,No,None,High,Narcissistic,No,Low,Low,High,Some,High,Resistant,No,Yes,2,Prosocial,Homeless,No,Yes,Yes,Both,No,Occasional,Strained,Yes,Good,3,Yes,Vocational,Odd Jobs,High,No,Irregular,No,10/13/2022,Completed,Unemployed,No,Homeless,No,32,Theft
56,Female,Single,Iglesia,High School,San Pablo Norte,Estafa,3 - Fraud,No,No,3,1.2,Same,27,2,Verbal Threats,Poor,3,No,Yes,No,None,High,None,No,Low,Moderate,High,Yes,Moderate,Cooperative,Yes,No,4,Antisocial,With Peers,No,No,Yes,Both,Yes,Frequent,Strong,No,,0,Yes,High School,Factory,None,Yes,Regular,No,1/5/2024,Parole,Unemployed,No,Renting,Yes,27,Estafa
48,Male,Separated,Catholic,Elementary,Taytay,Robbery,3 - Illegal Drugs,No,No,4,1.9,None,,5,Fighting,Good,16,No,No,No,None,Low,Narcissistic,No,Low,Low,Low,No,High,Resistant,No,Yes,2,Prosocial,Alone,Yes,No,No,Both,No,None,Absent,No,Poor,3,No,Elementary,Unemployed,Medium,No,Irregular,Yes,5/11/2020,Completed,Unemployed,No,Homeless,No,,
41,Female,Widowed,None,Elementary,Calios,Fraud,0 - Robbery,Yes,No,3,2.9,None,,3,Fighting,Poor,15,No,Yes,Yes,None,Very High,Narcissistic,Yes,Low,Low,High,Yes,Low,Cooperative,Yes,No,5,Antisocial,With Peers,Yes,No,Yes,None,No,None,Absent,Yes,Poor,4,No,Elementary,Retail,Medium,No,Irregular,No,6/23/2023,Parole,Employed,No,Halfway House,No,,
30,Female,Separated,Iglesia,None,San Pablo Norte,Assault,1 - Assault,No,No,2,0.5,None,,4,Fighting,Poor,5,No,Yes,No,Sports,Moderate,None,No,Low,High,Low,Some,High,Willing,No,No,3,Prosocial,Alone,No,Yes,No,Alcohol,Yes,Frequent,Strained,No,Poor,4,No,None,Unemployed,Medium,No,None,No,8/18/2021,Completed,Unemployed,No,Homeless,No,,
57,Male,Married,Catholic,Vocational,Jasaan,Assault,1 - Theft,Yes,Yes,7,2.8,Escalation,31,0,Fighting,Fair,16,Yes,Yes,No,None,High,Narcissistic,Yes,Moderate,High,High,Some,Low,Willing,No,No,2,Antisocial,Alone,Yes,No,Yes,Drugs,No,Frequent,Absent,No,,0,Yes,Vocational,Retail,Low,Yes,None,Yes,6/20/2024,None,Unemployed,Yes,Halfway House,No,31,Assault
56,Female,Widowed,Iglesia,None,Calios,Fraud,0 - Robbery,Yes,No,4,3.3,None,,0,Fighting,Poor,24,Yes,Yes,No,Art Therapy,Low,BPD,No,High,High,High,Some,Low,Resistant,Yes,Yes,3,Prosocial,Alone,No,No,No,Alcohol,No,Frequent,Strained,Yes,Poor,2,No,None,Unemployed,High,No,Regular,Yes,5/18/2022,None,Employed,No,Renting,No,,
54,Female,Widowed,Catholic,Elementary,San Pablo Norte,Illegal Drugs,1 - Illegal Drugs,Yes,Yes,15,1,Escalation,16,4,Contraband,Poor,27,No,Yes,No,Sports,Low,BPD,No,Low,High,Moderate,No,Moderate,Resistant,Yes,No,4,Antisocial,With Family,Yes,Yes,No,Alcohol,Yes,Occasional,Absent,Yes,,0,Yes,Elementary,Retail,None,No,Regular,Yes,8/27/2020,None,Unemployed,No,Renting,Yes,16,Illegal Drugs
27,Female,Single,None,Vocational,Palasan,Robbery,2 - Theft,No,No,13,2.9,Escalation,10,2,Verbal Threats,Fair,7,Yes,Yes,No,Art Therapy,Very High,Schizoid,Yes,Moderate,Moderate,Moderate,Some,High,Resistant,Yes,Yes,4,Antisocial,With Peers,Yes,Yes,No,Alcohol,No,Occasional,Absent,Yes,Poor,2,Yes,Vocational,Odd Jobs,Medium,Yes,Regular,No,6/15/2020,Parole,Unemployed,No,Renting,No,10,Robbery
30,Female,Widowed,Christian,None,Patimbao,Fraud,0 - Theft,Yes,Yes,8,4.6,Escalation,22,0,Fighting,Good,24,No,No,Yes,None,Very High,Narcissistic,No,High,Moderate,Moderate,Yes,Low,Willing,No,No,1,Antisocial,Alone,No,Yes,No,Drugs,No,Frequent,Absent,No,Poor,4,No,None,Clerk,Low,Yes,Regular,Yes,4/8/2021,Completed,Unemployed,No,With Family,No,22,Fraud
63,Female,Married,Muslim,College,San Pablo Norte,Robbery,2 - Theft,No,Yes,6,3.2,Same,8,3,Contraband,Fair,22,No,No,No,Art Therapy,Low,BPD,Yes,High,High,Low,Yes,Low,Cooperative,Yes,No,4,Prosocial,With Family,Yes,No,Yes,None,Yes,Frequent,Strained,No,Good,1,Yes,College,Clerk,Medium,Yes,Irregular,No,3/17/2024,None,Employed,Yes,Halfway House,Yes,8,Robbery
43,Female,Single,Muslim,College,Alipit,Assault,2 - Homicide,No,Yes,4,1.9,None,,2,Verbal Threats,Good,28,Yes,Yes,Yes,Sports,Very High,Narcissistic,No,High,Low,Moderate,Yes,Moderate,Cooperative,Yes,Yes,0,Prosocial,With Family,No,No,Yes,Both,No,None,Strong,No,Good,2,No,College,Construction,Low,Yes,Irregular,Yes,3/6/2022,Parole,Unemployed,Yes,Halfway House,Yes,,
62,Female,Single,Christian,Vocational,Pagsawitan,Theft,0 - Fraud,No,No,11,3.5,Escalation,11,1,Contraband,Good,22,Yes,Yes,No,Sports,Low,Narcissistic,Yes,Low,Low,Low,No,Low,Cooperative,No,No,3,Antisocial,Alone,Yes,No,Yes,Both,Yes,Occasional,Strong,No,Good,4,Yes,Vocational,Retail,High,Yes,Regular,Yes,1/22/2022,None,Employed,Yes,Renting,Yes,11,Theft
45,Female,Single,None,Graduate,Patimbao,Illegal Drugs,3 - Homicide,No,Yes,7,6.9,Escalation,11,1,Verbal Threats,Fair,9,Yes,No,Yes,Sports,High,Antisocial,No,Moderate,Moderate,Low,Some,Moderate,Resistant,No,No,2,Antisocial,Alone,No,Yes,No,None,Yes,None,Strained,Yes,Poor,0,No,Graduate,Construction,High,Yes,None,Yes,10/28/2021,Completed,Unemployed,No,With Family,No,11,Illegal Drugs
20,Female,Widowed,Catholic,None,Alipit,Theft,3 - Homicide,Yes,Yes,9,6,Escalation,23,2,Contraband,Good,5,Yes,Yes,Yes,None,Moderate,Antisocial,Yes,High,High,High,Some,Moderate,Resistant,Yes,Yes,4,Antisocial,With Family,No,No,No,Drugs,Yes,Occasional,Strong,No,,4,Yes,None,Factory,Medium,Yes,Irregular,Yes,4/22/2022,Completed,Unemployed,No,Halfway House,Yes,23,Theft
21,Female,Widowed,Muslim,College,Aplaya,Robbery,2 - Theft,No,Yes,1,0.6,Escalation,34,2,Fighting,Fair,1,No,No,No,Sports,Moderate,BPD,Yes,High,Low,High,No,High,Resistant,No,Yes,1,Prosocial,With Peers,Yes,No,Yes,None,Yes,None,Strong,No,Poor,0,Yes,College,Odd Jobs,Medium,Yes,Regular,No,11/21/2023,Parole,Unemployed,No,Halfway House,No,34,Robbery
26,Female,Single,None,High School,Calios,Illegal Drugs,3 - Homicide,Yes,Yes,9,3.3,Escalation,11,4,Fighting,Good,3,Yes,Yes,No,Art Therapy,Moderate,Antisocial,Yes,Moderate,High,High,No,High,Willing,Yes,No,3,Prosocial,Alone,No,No,Yes,Alcohol,No,None,Absent,No,Good,3,No,High School,Odd Jobs,High,No,Regular,No,2/15/2020,Parole,Unemployed,No,Renting,No,11,Illegal Drugs
63,Male,Separated,Christian,High School,Patimbao,Fraud,3 - Theft,Yes,Yes,7,1.1,None,,2,Verbal Threats,Poor,15,Yes,Yes,No,Art Therapy,High,Narcissistic,No,Low,Moderate,Moderate,Some,High,Cooperative,Yes,Yes,4,Prosocial,Homeless,No,Yes,No,None,No,Occasional,Absent,Yes,Poor,2,No,High School,Unemployed,Medium,No,Irregular,No,7/14/2020,None,Unemployed,Yes,Renting,No,,
41,Male,Single,None,College,Bagumbayan,Fraud,0 - Theft,No,Yes,8,2.9,Escalation,1,4,Contraband,Poor,10,Yes,No,No,Art Therapy,Very High,None,Yes,Moderate,High,Moderate,Some,Moderate,Resistant,No,Yes,5,Antisocial,Alone,Yes,No,No,Drugs,No,Frequent,Strained,Yes,Poor,2,Yes,College,Unemployed,High,Yes,Irregular,Yes,11/20/2023,Completed,Employed,Yes,Renting,Yes,1,Fraud
46,Female,Married,Christian,Elementary,Calios,Assault,3 - Estafa,Yes,No,2,0.8,Same,1,4,Verbal Threats,Fair,6,No,Yes,Yes,None,Moderate,Narcissistic,Yes,Moderate,Moderate,Low,Yes,Moderate,Cooperative,Yes,Yes,0,Antisocial,With Peers,No,No,Yes,None,No,Occasional,Strong,Yes,Good,5,No,Elementary,Clerk,Medium,Yes,None,Yes,5/12/2021,Parole,Employed,Yes,Homeless,No,1,Assault
53,Male,Separated,Christian,High School,Palasan,Robbery,1 - Theft,Yes,No,3,1.3,Escalation,36,4,Fighting,Fair,24,No,No,No,Art Therapy,Moderate,Schizoid,No,Low,Low,Moderate,No,High,Resistant,No,No,3,Antisocial,Alone,Yes,No,Yes,Both,Yes,None,Absent,No,Poor,5,Yes,High School,Construction,Medium,Yes,None,Yes,1/20/2022,Parole,Unemployed,Yes,With Family,Yes,36,Robbery
19,Male,Single,Christian,Vocational,Taytay,Estafa,2 - Estafa,No,Yes,10,7.9,Escalation,16,4,Contraband,Fair,20,Yes,No,No,None,Low,Narcissistic,Yes,Low,Low,Low,Yes,High,Cooperative,Yes,Yes,3,Antisocial,Homeless,Yes,No,Yes,None,Yes,None,Absent,Yes,,1,Yes,Vocational,Unemployed,Low,No,Regular,Yes,1/12/2023,Parole,Unemployed,No,Halfway House,Yes,16,Estafa
34,Male,Married,Christian,Vocational,Calios,Assault,1 - Homicide,No,Yes,10,3.2,Escalation,24,5,None,Good,3,No,Yes,No,Art Therapy,Moderate,BPD,No,Moderate,Moderate,Moderate,Yes,Low,Resistant,Yes,Yes,3,Antisocial,With Family,Yes,Yes,No,Drugs,No,Occasional,Strong,No,,4,Yes,Vocational,Factory,High,No,None,Yes,10/25/2021,Parole,Employed,Yes,Renting,No,24,Assault
65,Male,Separated,Muslim,Vocational,Jasaan,Theft,2 - Robbery,No,No,2,1.5,Same,5,1,Fighting,Poor,10,No,Yes,Yes,Sports,High,Antisocial,Yes,High,Low,Moderate,Some,High,Willing,Yes,Yes,0,Antisocial,Homeless,No,No,No,Both,No,None,Strained,No,,1,Yes,Vocational,Factory,High,Yes,Regular,No,8/21/2021,Parole,Unemployed,Yes,Homeless,Yes,5,Theft
55,Male,Separated,Muslim,Vocational,Malinao,Theft,1 - Illegal Drugs,No,No,5,3.3,None,,3,None,Poor,30,Yes,No,No,Sports,Moderate,BPD,No,Moderate,High,Low,No,Moderate,Cooperative,Yes,Yes,4,Antisocial,Alone,Yes,No,No,Both,Yes,Frequent,Strong,Yes,,5,No,Vocational,Odd Jobs,Low,Yes,None,No,5/2/2022,Parole,Employed,No,Renting,Yes,,
60,Female,Single,Muslim,High School,Labuin,Illegal Drugs,3 - Illegal Drugs,Yes,Yes,4,0.9,Escalation,36,4,Fighting,Poor,25,No,No,Yes,None,Low,Narcissistic,No,High,High,Moderate,No,High,Resistant,No,No,2,Antisocial,With Peers,Yes,Yes,Yes,Alcohol,Yes,Occasional,Absent,No,Poor,0,No,High School,Odd Jobs,High,Yes,Regular,No,4/27/2021,None,Employed,Yes,Homeless,No,36,Illegal Drugs
38,Male,Separated,Christian,Elementary,Jasaan,Estafa,3 - Estafa,Yes,Yes,3,1.5,None,,5,Verbal Threats,Good,21,Yes,Yes,Yes,Art Therapy,Low,Schizoid,Yes,Low,High,Moderate,No,Moderate,Cooperative,No,No,0,Prosocial,With Family,No,No,Yes,Alcohol,No,Occasional,Strained,Yes,,1,No,Elementary,Factory,High,Yes,Regular,No,2/14/2023,None,Employed,No,With Family,Yes,,
